objId,x,y,timestamp
0,36.45283684848235,0.04502776821458987,0
1,30.648893955601864,-4.840165007125654,0
2,46.94688117274269,4.127907842182836,0
3,72.03892127561822,-4.554914269220552,0
4,78.02168648863814,-1.7475469422821313,0
5,14.063236364732724,5.189108183900654,0
6,3.903898198611133,4.622565243391428,0
7,36.354062458354974,4.016812756041848,0
8,72.01946592274841,1.438091761632986,0
9,12.117200328711863,-9.116799262872648,0
10,46.550054315083635,3.64382154042325,0
11,46.079580557798764,-1.7054752974332406,0
12,24.745899018012953,-6.406520137707689,0
13,4.108484885472741,-1.5143060557614199,0
14,52.09783094533712,2.2351491419159757,0
15,36.7441729624319,1.533065443338856,0
16,49.09258502655989,3.8206579921056267,0
17,28.96530966224191,1.6894220616706317,0
18,16.79219893305468,-1.872918707881153,0
19,25.030380292282008,-0.7788645956129532,0
20,53.38265824728792,-3.6186796655805153,0
21,13.405921775050967,1.5417661242806684,0
22,17.57062997185772,-8.002409986397968,0
23,11.095806344575454,-4.358618369171583,0
24,1.824769150077532,-4.474203956441222,0
25,73.68371249006206,-0.5138450944167072,0
26,56.94938320736619,-3.8774434193058323,0
27,45.732260858363446,-4.077418971338124,0
28,46.483978798565914,4.729511017445452,0
29,31.217146462393796,4.510889311491329,0
30,11.101879196970577,5.977223534553431,0
31,16.89761500160988,-1.5613280712987248,0
32,74.10312487052263,1.3906550527130523,0
33,24.028380357955527,-1.5431797787439407,0
34,34.736652770948986,3.1934487146384996,0
35,31.893158355566374,0.33329184242548315,0
36,42.69403428214022,1.4570191625300808,0
37,36.54546688144757,2.0911217431296976,0
38,21.325585647983914,-7.4211014882349735,0
39,17.91837853682171,7.389836109618518,0
40,13.641352799246608,5.366953238314199,0
41,4.115717448451872,-4.584314672422911,0
42,50.69414561374196,-2.4567280304670147,0
43,60.79191708848798,4.841834898445754,0
44,66.25385210984285,0.47996609244776955,0
45,27.233150046926212,-7.942221436303534,0
46,48.0120292030003,-1.7768088136854985,0
47,24.997933813415273,-1.5819689129660492,0
48,34.3298923067237,-3.7370378210426853,0
49,46.38659161430396,-4.466604661757678,0
50,25.181979777457652,0.1357801928008513,0
51,45.96211593182568,1.7248033895921093,0
52,54.07690056849641,4.157594631028365,0
53,3.122696731580177,7.458133437147019,0
54,25.748118003897137,-6.729803090217437,0
55,29.63999743540309,-9.994049603894284,0
56,36.60188613578036,-1.6108516413573355,0
57,20.925430437695493,7.6341342321996315,0
58,56.956497232588674,-3.075805652717836,0
59,0.4426790778958134,-4.332312930505104,0
60,17.29812511084239,2.418089455074856,0
61,69.71186083903837,0.2785770264901153,0
62,46.666666442174154,-0.6730717035100664,0
63,19.897896779045944,1.994069781741711,0
64,62.823906144817286,3.348569601420479,0
65,36.46706881275554,3.886279210551969,0
