objId,x,y,timestamp
0.0,49.524785478629994,-4.134567902804069,0.0
2.0,78.45833325283898,-2.035819204694793,0.0
6.0,11.278568074491648,-3.090445902814221,0.0
7.0,55.041056596765515,3.2398844768409507,0.0
9.0,60.64864897870396,4.168714711118051,0.0
10.0,53.53859402055785,4.478960582506021,0.0
11.0,6.622741043983437,3.862116372720183,0.0
12.0,74.74312410901368,1.5332404498198644,0.0
13.0,25.659739800999986,-1.3934526196065384,0.0
15.0,12.1701579809583,1.1248402871307965,0.0
16.0,10.668797668291441,-2.386387376290088,0.0
17.0,32.650773622401616,-0.28994234466907365,0.0
18.0,69.32011803400073,-3.703007461079252,0.0
19.0,17.982414026367277,-3.4763439018103397,0.0
20.0,37.17987627746984,1.0888861035344222,0.0
21.0,2.4185477026252746,3.5904041148249393,0.0
22.0,4.48115802494295,1.053452776092092,0.0
23.0,45.405045728713944,1.4333697078829202,0.0
24.0,26.96550484910444,-2.1878922713269136,0.0
25.0,63.055562876778424,-2.989254751336346,0.0
26.0,29.396412030166616,-1.9905311898759914,0.0
27.0,28.01257391100872,2.9748227696380605,0.0
28.0,73.45432475629737,2.1987118100112166,0.0
29.0,63.61609787498678,-1.4151399737026247,0.0
30.0,56.08476665428992,-4.35301271830977,0.0
31.0,69.45230049472357,-2.4792918298809945,0.0
32.0,48.19304539785927,-1.5634195190460298,0.0
33.0,1.1852698099376284,1.8052053195384847,0.0
34.0,12.707593270407795,3.393146105497247,0.0
35.0,25.62608122268437,1.5289361177134728,0.0
37.0,25.239704582926056,-0.8931886219352398,0.0
38.0,44.237883752787305,-4.1312897351957965,0.0
39.0,43.27014821854097,1.8136053112251873,0.0
40.0,36.996330185978806,4.062230865584564,0.0
41.0,59.19509258350913,0.7300383147366227,0.0
44.0,74.12130760093228,-3.418710788173104,0.0
45.0,26.770815177808792,-1.2478100588487968,0.0
47.0,0.52381217867425,3.6938907605629563,0.0
48.0,55.21148105874079,3.6306544031014347,0.0
49.0,45.81575690632001,0.5900455448961011,0.0
51.0,28.632499131165098,-4.082114720789913,0.0
52.0,72.67767908606478,-0.12303061654968817,0.0
54.0,26.574099580914254,2.9789779780618093,0.0
55.0,10.495963936536043,-2.3346001163962056,0.0
56.0,64.99284726300763,-1.9084287057648763,0.0
57.0,32.35034953215819,-4.695637716687792,0.0
58.0,71.26789038120563,1.3694200488325239,0.0
59.0,60.40632471798179,-2.5322963430511685,0.0
60.0,3.5763219820398318,3.1700746186561553,0.0
62.0,48.39332318874003,-1.8389153685645883,0.0
64.0,12.935356070340353,-4.986477371957532,0.0
65.0,70.19997141152965,3.735047410873942,0.0
67.0,7.822303003453829,-1.4062905616752306,0.0
69.0,23.892332610757524,4.800181388064793,0.0
70.0,53.59390960966008,0.09645632659236192,0.0
74.0,35.117862986789284,-3.768068010967691,0.0
75.0,28.763985546996597,3.8447272367889154,0.0
78.0,29.661167613022908,-1.6606170460764433,0.0
79.0,40.9714837472235,0.809440130783029,0.0
80.0,60.41730210841368,2.5292711961775236,0.0
81.0,38.02511947221539,4.595518200422067,0.0
82.0,60.056796123723565,-2.552175962828354,0.0
83.0,41.49165019052097,-1.9707431689029316,0.0
84.0,12.638164780798402,0.9485000268822603,0.0
85.0,59.82252604527072,-1.4726698031681436,0.0
86.0,19.721173572319646,3.662555518750292,0.0
88.0,11.698133623050596,-2.4719913834551686,0.0
89.0,69.64895258889214,-0.9342777684994974,0.0
90.0,68.36660024471229,0.2371023264540968,0.0
91.0,69.3525466316425,-1.7731048063311143,0.0
92.0,79.06886134572805,1.7672618664677193,0.0
93.0,67.42478446414607,-3.1806662728063175,0.0
0.0,66.2088033202762,-3.5000996185977034,2.0
1.0,14.218744933620155,4.28235462193139,2.0
2.0,74.71928123007031,2.8796325308193262,2.0
3.0,68.2134883373628,-2.632377833809998,2.0
4.0,9.479838465786658,4.1726820978602195,2.0
5.0,58.151085978354565,-3.675175072674615,2.0
